,Unnamed: 0,Code,Securities,SRCI,WindI,Tos,"TSC(10,000)","CAS(10,000)","CBS(10,000)","CHS(10,000)","TBAS(10,000)","TBBS(10,000)","OTS(10,000)","TOTS(10,000)","RS_of_AS(10,000)","RS_of_BS(10,000)","RS/SH(10,000)","RS/SOL(10,000)","RS/ODS(10,000)","RS/DLPH(10,000)","RS/IPS(10,000)","RS/EH(10,000)","RS/DNPH(10,000)","RS/FS(10,000)","RS/OLPH(10,000)","RS/INPH(10,000)",CAS(%),CBS(%),CHS(%),CST(%),ROAS(%),Deadline,TSC_FDOL,CS_FDOL,Proportion_FDOL(%),TSC_Latest,CS_Latest,Proportion_Latest(%),TSC_ALL_Amplitude(%),CS_ALL_Amplitude(%),Total_ALL_Number,TSC_ALL_Number,NOSH_Executive_ALL,"FMV_Executive_ALL(￥10,000)",NOSH_Chairman,"FMV_Chairman(￥10,000)",NOSH_Directors,"FMV_Directors(￥10,000)",NOSH_supervisor,"FMV_supervisor(￥10,000)",NOPI_fund_S1,"Total_stock_fund_S1(10,000)",ICASP_fund_S1(%),"MVOP_fund_S1(￥10,000)",NOPI_Broker_S1,"Total_stock_Broker_S1(10,000)",ICASP_Broker_S1(%),"MVOP_Broker_S1(￥10,000)",NOPI_Insurance_S1,"Total_stock_Insurance_S1(10,000)",ICASP_Insurance_S1(%),"MVOP_Insurance_S1(￥10,000)",NOPI_SS_S1,"Total_stock_SS_S1(10,000)",ICASP_SS_S1(%),"MVOP_SS_S1(￥10,000)",NOPI_QFII_S1,"Total_stock_QFII_S1(10,000)",ICASP_QFII_S1(%),"MVOP_QFII_S1(￥10,000)",NOPI_Other_S1,"Total_stock_Other_S1(10,000)",ICASP_Other_S1(%),"MVOP_Other_S1(￥10,000)",NOPI_fund_S2,"Total_stock_fund_S2(10,000)",ICASP_fund_S2(%),"MVOP_fund_S2(￥10,000)",NOPI_Broker_S2,"Total_stock_Broker_S2(10,000)",ICASP_Broker_S2(%),"MVOP_Broker_S2(￥10,000)",NOPI_Insurance_S2,"Total_stock_Insurance_S2(10,000)",ICASP_Insurance_S2(%),"MVOP_Insurance_S2(￥10,000)",NOPI_SS_S2,"Total_stock_SS_S2(10,000)",ICASP_SS_S2(%),"MVOP_SS_S2(￥10,000)",NOPI_QFII_S2,"Total_stock_QFII_S2(10,000)",ICASP_QFII_S2(%),"MVOP_QFII_S2(￥10,000)",NOPI_Other_S2,"Total_stock_Other_S2(10,000)",ICASP_Other_S2(%),"MVOP_Other_S2(￥10,000)",Now_CSEC_S1(%),Change_CSEC_S1(%),Ps_CSEC_S1(%),rt_CSEC_S1,Now_CSEC_S2(%),Change_CSEC_S2(%),PS_CSEC_S2(%),RT_CSEC_S2,NC_ISSMT,NOSI_ISSMT,TDOC_ISSMT,"TNPS_ISSMT(10,000)","ITRVOHS_ISSMT(￥10,000)",Currency_ISSMT,EC_MS_S1_1(%),EC_MS_S1_2(%),EC_MS_S1_3(%),Time_S1,EC_MS_S2_1(%),EC_MS_S2_2(%),EC_MS_S2_3(%),Time_S2,SSP_BD,1day_SSP_RAF(%),5day_SSP_RAF(%),10day_SSP_RAF(%),20day_SSP_RAF(%),60day_SSP_RAF(%),120day_SSP_RAF(%),250day_SSP_RAF(%),1day_SSP_transaction(%),5day_SSP_transaction(%),10day_SSP_transaction(%),20day_SSP_transaction(%),60day_SSP_transaction(%),120day_SSP_transaction(%),250day_SSP_transaction(%),"1day_SSP_NOT(10,000)","5day_SSP_NOT(10,000)","10day_SSP_NOT(10,000)","20day_SSP_NOT(10,000)","60day_SSP_NOT(10,000)","120day_SSP_NOT(10,000)","250day_SSP_NOT(10,000)","1day_SSP_NOT(￥10,000)","5day_SSP_NOT(￥10,000)","10day_SSP_NOT(￥10,000)","20day_SSP_NOT(￥10,000)","60day_SSP_NOT(￥10,000)","120day_SSP_NOT(￥10,000)","250day_SSP_NOT(￥10,000)",RAF_SCF(%),"MNI_SCF(￥10,000)","Turnover_SCF(￥10,000)",MNIR_SCF(%),CID_SCF,MNI_SCF(hand),MNIP_SCF(%),"NIOO_SCF(￥10,000)","NIOL_SCF(￥10,000)",Date_MTS,SV_MTS(100m),MV_MTS(￥100m),TAFTTTOABS_MTS(%),RTD_MTS,Date_MCF_S1,MNI_MCF_S1,MNO_MCF_S1,"MNI_MCF_S1(￥10,000)","NIOO_MCF_S1(￥10,000)","NIOL_MCF_S1(￥10,000)","SLNI_MCF_S1(￥10,000)","LNI_MCF_S1(￥10,000)","NIOMS_MCF_S1(￥10,000)","SSNI_MCF_S1(￥10,000)",Date_MCF_S2,MNI_MCF_S2,MNO_MCF_S2,"MNI_MCF_S2(￥10,000)","NIOO_MCF_S2(￥10,000)","NIOL_MCF_S2(￥10,000)","SLNI_MCF_S2(￥10,000)","LNI_MCF_S2(￥10,000)","NIOMS_MCF_S2(￥10,000)","SSNI_MCF_S2(￥10,000)",Date_MCF_S3,MNI_MCF_S3,MNO_MCF_S3,"MNI_MCF_S3(￥10,000)","NIOO_MCF_S3(￥10,000)","NIOL_MCF_S3(￥10,000)","SLNI_MCF_S3(￥10,000)","LNI_MCF_S3(￥10,000)","NIOMS_MCF_S3(￥10,000)","SSNI_MCF_S3(￥10,000)",RRQ_SR,RRA_SR,RSR_SR,RERS_SR,RRHP_SR,RRLP_SR,Currency_SR,TD_LT,DP_LT,CPOTPTD_LT,DR_LT(%),CPOTD_LT,"Volume_LT (10,000/Share/paper)","Turnover_LT(￥10,000)",GC_LT,BSD_LT,SSD_LT
11,11,000014.SZ,沙河股份,Real estate,Real estateⅡ,A shares,"20,170.5187","20,170.5187",0.0000,0.0000,0.0,0.0,0.0,"20,170.5187",0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,100.0,0.0,0.0,100.0,0.0,2011/06/30,"2,656.20","1,000.00",37.65,"20,170.52","20,170.52",100.0,659.37,"1,917.05",16.0,5.0,0,0,0,0,0,0,0,0,2.0,7.98,0.04,98.15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"7,427.34",36.82,"91,356.34",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"7,210.39",35.75,"110,535.24",41.18,-4.69,45.87,2018/03/31,39.05,-2.13,41.18,2018/06/30,1.0,1.0,Reduce holding,-297.27,"-9,472.17",CNY,41.19,-4.68,45.87,2018/03/31,39.04,-2.15,41.19,2018/06/30,2018/09/13,1.31,-0.2,-4.73,-6.93,-31.59,-8.81,-41.07,1.65,8.19,17.25,52.99,332.85,904.11,"1,189.45",332.61,"1,651.86","3,480.03","10,687.61","67,137.80","182,364.40","239,917.56",0.33,1.66,3.55,11.42,86.39,247.16,321.86,-33.75,"-31,727.48","817,141.56",-3.88,-2.0,"-254,859",-15.71,"-13,565.40","-1,985.89",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,293.23,4442.35,0.0,0.0,0.0
12,12,000016.SZ,深康佳A,"Computer, communications and other electronic equipment manufacturing",Durable consumer goods and clothing,A shares,"240,794.5408","159,657.4300","81,135.1608",0.0000,0.0,0.0,0.0,"240,792.5908",1.9500,0.0,0.0000,0.0000,1.9500,0.0000,0.0,0.0000,1.9500,0.0000,0.0000,0.0,66.3,33.69,0.0,100.0,0.0,2017/06/30,"13,886.90","3,650.00",26.28,"240,794.54","240,792.59",100.0,"1,633.97","6,497.06",29.0,10.0,0,0,0,0,0,0,0,0,2.0,203.87,0.13,"1,425.03",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"54,396.38",34.07,"380,230.69",27.0,174.54,0.11,916.34,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"54,489.23",34.13,"286,068.46",41.37,-0.24,41.61,2018/03/31,41.18,-0.19,41.37,2018/06/30,2.0,1.0,Increase holdings,"1,890.67","12,761.67",CNY,41.36,-0.23,41.59,2018/03/31,41.17,-0.19,41.36,2018/06/30,2018/09/13,-0.26,-3.46,-3.93,-8.43,-13.5,-40.5,-33.86,0.49,2.67,5.49,11.26,38.07,106.18,278.50,781.88,"4,264.94","8,771.87","17,981.78","60,778.01","169,522.54","444,647.76",0.31,1.68,3.54,7.33,28.15,94.96,272.74,-17.34,"-4,628.59","275,239.21",-1.68,-5.0,"-119,138",-0.74,"-2,344.50","-1,682.03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1198.29,7359.34,0.0,0.0,0.0
13,13,000017.SZ,深中华A,"Railway, marine, aerospace and other transportation equipment manufacturing",Durable consumer goods and clothing,A shares,"55,134.7947","30,298.1008","24,836.2982",0.0000,0.0,0.0,0.0,"55,134.3990",0.3957,0.0,0.0000,0.0000,0.3957,0.0000,0.0,0.0000,0.3957,0.0000,0.0000,0.0,54.95,45.05,0.0,100.0,0.0,2018/06/30,"20,488.59","5,650.00",27.58,"55,134.79","55,134.40",100.0,169.10,875.83,23.0,6.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,"8,645.21",28.53,"48,326.73",2.0,4.54,0.01,20.65,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,"9,008.91",29.73,"40,990.52",23.72,-1.02,24.74,2018/03/31,23.67,-0.05,23.72,2018/06/30,3.0,3.0,Increase holdings,587.65,-1.73,CNY,23.74,-1.01,24.75,2018/03/31,23.69,-0.05,23.74,2018/06/30,2018/09/13,1.31,2.65,-0.77,-9.13,-14.91,-35.23,-51.98,1.32,8.26,19.01,50.84,245.04,329.56,445.02,398.97,"2,501.46","5,758.85","15,404.02","74,242.34","99,851.79","134,833.68",0.15,0.96,2.23,6.01,32.32,46.32,69.82,-16.74,"-7,666.08","321,976.95",-2.38,3.0,"-188,297",-6.54,"-6,126.26","-1,991.13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
14,14,000018.SZ,神州长城,Architectural decoration and other construction industries,Capital goods,A shares,"169,824.5011","75,291.7869","26,380.3231",0.0000,0.0,0.0,0.0,"101,672.1100","68,152.3911",0.0,0.0000,0.0000,"68,152.3911","4,247.9672",0.0,0.0000,"63,904.4239",0.0000,0.0000,0.0,44.34,15.53,0.0,59.87,40.13,2018/06/30,"12,707.91","3,200.00",25.18,"169,824.50","101,672.11",59.87,"1,236.37","3,077.25",21.0,8.0,"585,142,756","194,267.39","583,454,556","193,706.91","61,500",20.42,0,0,2.0,"1,282.24",1.7,"7,834.46",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,"14,712.97",19.54,"89,896.26",15.0,245.51,0.33,815.09,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"10,129.30",13.45,"33,629.28",17.58,-1.07,18.65,2018/03/31,15.63,-1.95,17.58,2018/06/30,1.0,1.0,Increase holdings,318.09,"1,497.16",CNY,56.15,-1.03,57.18,2018/03/31,54.64,-1.51,56.15,2018/06/30,2018/09/13,-0.36,-0.36,-6.38,-11.99,-36.07,-54.13,-65.03,1.3,7.68,25.48,39.1,213.77,294.5,451.24,978.85,"5,780.90","19,182.97","29,436.93","160,963.02","221,769.77","339,868.97",0.27,1.63,5.39,8.55,54.76,91.08,171.68,-31.58,"-32,418.19","479,299.02",-6.76,-2.0,"-940,106",-15.44,"-11,527.95","-7,721.29",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2188.28,13306.23,0.0,0.0,0.0
15,15,000019.SZ,深深宝A,"Wine, beverage and refined tea manufacturing","Food, beverages and tobacco",A shares,"49,678.2303","41,595.4636","5,174.9280",0.0000,0.0,0.0,0.0,"46,770.3916","2,907.8387",0.0,0.0000,0.0000,"2,902.5052","2,881.6616",0.0,0.0000,20.8436,5.3335,0.0000,5.3335,83.73,10.42,0.0,94.15,5.85,2018/06/30,"10,731.00","3,400.00",31.68,"49,678.23","46,770.39",94.15,362.94,"1,275.60",20.0,8.0,"155,265",150.30,0,0,"71,114",68.84,0,0,1.0,0.57,0.0,6.93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,"14,872.79",35.75,"180,704.39",3.0,20.61,0.05,199.50,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"14,697.26",35.33,"142,269.48",31.96,0.0,31.96,2018/03/31,31.9,-0.06,31.96,2018/06/30,29.0,12.0,Increase holdings,"2,400.74","14,511.95",CNY,37.77,0.0,37.77,2018/03/31,37.71,-0.06,37.77,2018/06/30,2018/09/13,0.0,3.33,-0.55,2.16,-16.51,-25.93,-25.93,0.0,6.64,12.11,32.63,230.02,404.19,404.19,0.00,"2,763.11","5,039.12","13,572.53","95,676.65","168,128.56","168,128.56",0.0,2.48,4.5,12.27,94.88,174.27,174.27,-18.4,"-37,137.52","909,493.62",-4.08,2.0,"-379,796",-9.91,"-13,900.19","-6,111.39",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,90.0,1203.3,0.0,0.0,0.0
16,16,000020.SZ,深华发A,"Computer, communications and other electronic equipment manufacturing",Durable consumer goods and clothing,A shares,"28,316.1227","18,116.5391","10,199.5836",0.0000,0.0,0.0,0.0,"28,316.1227",0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,63.98,36.02,0.0,100.0,0.0,2015/12/29,"19,302.99","4,830.00",25.02,"28,316.12","28,316.12",100.0,46.69,486.26,10.0,3.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,"11,648.99",64.3,"175,433.78",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,"11,648.99",64.3,"164,716.71",55.35,-0.59,55.94,2018/03/31,56.36,1.01,55.35,2018/06/30,10.0,2.0,Reduce holding,-434.99,"-7,186.60",CNY,55.37,-0.58,55.95,2018/03/31,56.38,1.01,55.37,2018/06/30,2018/09/13,0.25,0.0,-0.76,-3.9,-10.66,-25.28,-40.6,0.52,2.18,4.67,10.35,54.35,234.2,448.30,94.07,394.50,845.74,"1,875.50","9,845.75","42,429.24","81,215.96",0.11,0.47,1.01,2.25,12.83,63.26,129.02,-11.59,"-2,443.54","125,552.96",-1.95,-1.0,"-20,196",-1.14,-964.49,437.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
17,17,000021.SZ,深科技,"Computer, communications and other electronic equipment manufacturing",Technical hardware and equipment,A shares,"147,125.9363","146,932.7064",0.0000,0.0000,0.0,0.0,0.0,"146,932.7064",193.2299,0.0,0.0000,0.0000,41.8875,0.0000,0.0,0.0000,41.8875,151.3424,0.0000,151.3424,99.87,0.0,0.0,99.87,0.13,2018/06/30,"15,167.50","2,067.50",13.63,"147,125.94","146,932.71",99.87,870.01,"7,006.78",26.0,9.0,0,0,0,0,0,0,0,0,4.0,552.68,0.38,"4,830.42",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,"77,064.93",52.45,"673,547.52",63.0,"1,270.57",0.86,"8,665.28",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,"76,808.12",52.27,"523,831.40",54.8,-0.83,55.63,2018/03/31,54.89,0.09,54.8,2018/06/30,4.0,2.0,Increase holdings,"2,262.65","25,783.19",CNY,54.8,-0.83,55.63,2018/03/31,54.88,0.08,54.8,2018/06/30,2018/09/13,1.0,-1.14,-2.88,-5.89,-2.61,-31.28,-34.87,0.3,1.61,3.34,7.47,31.0,124.04,357.51,441.62,"2,365.45","4,913.40","10,982.86","45,556.25","182,259.88","525,316.31",0.27,1.43,3.0,6.87,30.17,151.40,484.27,-5.03,"-8,910.88","295,285.74",-3.02,-4.0,"-142,423",-0.99,"-3,632.42","-2,368.90",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,145.0,1700.85,0.0,0.0,0.0
18,18,000022.SZ,深赤湾A,Water transport industry,transport,A shares,"64,476.3730","46,485.9300","17,974.4324",0.0000,0.0,0.0,0.0,"64,460.3624",16.0106,0.0,0.0000,0.0000,16.0106,0.0000,0.0,0.0000,16.0106,0.0000,0.0000,0.0,72.1,27.88,0.0,99.98,0.02,2018/06/30,"31,047.00","8,000.00",25.77,"64,476.37","64,460.36",99.98,107.67,705.75,28.0,4.0,0,0,0,0,0,0,0,0,5.0,130.81,0.28,"3,157.75",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"38,034.60",81.87,"918,155.13",36.0,378.77,0.81,"8,643.62",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"38,034.60",81.82,"867,949.46",76.76,0.0,76.76,2018/03/31,77.0,0.24,76.76,2018/06/30,6.0,4.0,Reduce holding,"-1,176.72","-18,574.80",CNY,76.76,0.0,76.76,2018/03/31,77.0,0.24,76.76,2018/06/30,2018/09/13,2.76,5.5,-3.95,-6.47,-20.16,-20.16,-28.8,0.57,2.04,4.35,10.64,38.82,38.82,68.22,264.80,947.25,"2,020.67","4,946.88","18,046.99","18,046.99","31,713.22",0.48,1.67,3.61,9.18,34.39,34.39,69.82,-20.16,"-15,423.25","343,942.46",-4.48,-2.0,"-82,181",-1.82,"-1,178.46","-1,495.15",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
19,19,000023.SZ,深天地A,Non-metallic mineral products industry,Material Ⅱ,A shares,"13,875.6240","13,875.6240",0.0000,0.0000,0.0,0.0,0.0,"13,875.6240",0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,100.0,0.0,0.0,100.0,0.0,2013/05/15,"7,600.00","2,300.00",30.26,"13,875.62","13,875.62",100.0,82.57,503.29,20.0,5.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,"7,140.59",51.46,"131,815.26",4.0,10.77,0.08,143.57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,"6,418.63",46.26,"85,560.36",51.46,-0.63,52.09,2018/03/31,48.74,-2.72,51.46,2018/06/30,3.0,1.0,Increase holdings,0.70,5.19,CNY,51.46,-0.63,52.09,2018/03/31,48.73,-2.73,51.46,2018/06/30,2018/09/13,0.76,0.68,0.51,-5.04,-3.21,-36.78,-51.29,0.85,4.6,12.46,45.06,136.4,269.46,405.30,118.58,638.15,"1,728.96","6,252.49","18,926.33","37,389.01","56,237.70",0.14,0.75,2.06,7.54,23.93,56.03,96.54,-5.37,"-3,683.45","236,639.91",-1.56,-1.0,"-28,014",-2.24,"-3,651.75",-271.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
20,20,000025.SZ,特力A,Wholesale industry,Retail industry,A shares,"29,728.1600","27,088.1600","2,640.0000",0.0000,0.0,0.0,0.0,"29,728.1600",0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,91.12,8.88,0.0,100.0,0.0,2018/04/19,"16,688.00","4,180.00",25.05,"29,728.16","29,728.16",100.0,78.14,611.20,9.0,3.0,0,0,0,0,0,0,0,0,1.0,35.23,0.18,"1,315.49",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"14,021.85",72.32,"523,575.78",28.0,72.92,0.27,"2,345.76",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"21,687.23",80.06,"697,678.05",48.39,-0.04,48.43,2018/03/31,74.18,25.79,48.39,2018/06/30,60.0,23.0,Increase holdings,"8,631.52","54,245.69",CNY,74.23,-0.04,74.27,2018/03/31,74.2,-0.03,74.23,2018/06/30,2018/09/13,0.38,-0.53,-5.27,-9.39,-15.95,-33.8,-44.16,0.37,2.54,5.67,11.51,41.68,124.95,362.17,101.40,688.89,"1,536.20","3,116.85","11,289.07","31,296.06","77,289.22",0.27,1.82,4.07,8.54,34.45,107.21,300.88,-17.12,"-11,813.79","340,834.52",-3.47,1.0,"-38,695",-1.67,"-2,885.58","-2,320.27",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
21,21,000026.SZ,飞亚达A,Retail industry,Durable consumer goods and clothing,A shares,"43,874.4881","35,671.6368","8,164.8000",0.0000,0.0,0.0,0.0,"43,836.4368",38.0513,0.0,0.0000,0.0000,38.0513,0.0000,0.0,0.0000,38.0513,0.0000,0.0000,0.0,81.3,18.61,0.0,99.91,0.09,2017/12/31,"6,100.00","2,500.00",40.98,"43,874.49","43,836.44",99.91,619.25,"1,653.46",16.0,9.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,325.85,0.91,"3,551.73",0.0,0,0.0,0,7.0,"19,782.24",55.46,"215,626.45",20.0,"1,127.04",3.16,"9,940.46",0.0,0,0.0,0,0.0,0,0.0,0,1.0,941.80,2.64,"8,306.67",0.0,0,0.0,0,6.0,"19,356.22",54.26,"170,721.83",49.63,0.56,49.07,2018/03/31,51.35,1.72,49.63,2018/06/30,2.0,2.0,Increase holdings,1.83,27.66,CNY,49.61,0.55,49.06,2018/03/31,51.35,1.74,49.61,2018/06/30,2018/09/13,2.54,3.37,1.72,5.5,-8.91,-24.06,-34.02,0.48,2.27,4.92,10.33,31.33,71.17,155.82,171.73,808.48,"1,755.62","3,686.20","11,175.56","25,386.95","55,601.83",0.13,0.61,1.31,2.74,8.92,23.89,57.97,-11.77,"-8,019.82","87,859.73",-9.13,2.0,"-97,192",-2.94,"-1,421.36",-677.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
22,22,000027.SZ,深圳能源,"Electricity, heat production and supply",UtilitiesⅡ,A shares,"396,449.1597","396,449.1597",0.0000,0.0000,0.0,0.0,0.0,"396,449.1597",0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,100.0,0.0,0.0,100.0,0.0,2016/02/25,"32,000.00","8,300.00",25.94,"396,449.16","396,449.16",100.0,"1,138.90","4,676.50",18.0,10.0,0,0,0,0,0,0,0,0,2.0,"1,650.42",0.42,"9,638.45",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,"302,240.57",76.24,"1,765,084.90",74.0,"3,059.06",0.77,"15,111.74",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,"302,240.57",76.24,"1,493,068.39",77.26,0.03,77.23,2018/03/31,77.3,0.04,77.26,2018/06/30,2.0,1.0,Increase holdings,981.96,"4,730.38",CNY,77.27,0.03,77.24,2018/03/31,77.31,0.04,77.27,2018/06/30,2018/09/13,0.38,0.58,0.58,3.78,7.41,-9.3,-19.49,0.07,0.4,1.19,2.3,6.71,15.19,34.63,286.12,"1,600.07","4,701.81","9,131.50","26,585.32","60,212.90","137,291.02",0.15,0.84,2.46,4.73,13.41,32.64,80.06,5.45,"-1,810.74","132,483.63",-1.37,-5.0,"-34,931",-0.09,"-1,954.33",-24.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
